,dt,openvr_local_velocity_x,openvr_local_velocity_y,openvr_local_velocity_z,openvr_local_velocity_degx,openvr_local_velocity_degy,openvr_local_velocity_degz,imu_local_velocity_x,imu_local_velocity_y,imu_local_velocity_z,imu_local_velocity_degx,imu_local_velocity_degy,imu_local_velocity_degz
0,0.10021781921386719,-0.0008026691010228938,0.0010563181188166966,0.0012055271461166527,-0.000674828082649682,-0.0019915987049073935,-0.002269906786097743,-0.0007990494468742153,0.00039416709988191584,0.002512051542311478,0.0,0.0,0.0
1,0.20025372505187988,-0.0013486211769288383,0.0030451545856925834,0.0013299121355047363,-0.0005866333446398371,0.001128486091329657,0.0020561759463431934,-0.0026319335202007388,0.00023511168878797165,0.005889905466693596,0.0,0.0,0.0
2,0.3003232479095459,-0.00045231377357866475,0.0006832092022189412,0.0005046693420250215,-0.000611826986993974,-0.0009902246712628366,0.0009504038144643049,-0.004707147339504548,4.9661567592272686e-05,0.00852149147217355,0.0,0.0,0.0
3,0.4003767967224121,0.001704017809694042,0.0007869615524362635,0.002054882536107155,-0.0026919145901021066,0.002186008740749217,0.003176594533672056,-0.005976126834478132,-0.00122704161654609,0.01175242122869517,0.0,0.0,0.0
4,0.5006754398345947,0.002252463641275,0.0006835110176286628,0.0019212401896647952,0.000493088022808312,0.0032390966075036462,0.0020787991547338196,-0.007519849142353817,-0.0015115015375826134,0.014378102986190772,0.0,0.0,0.0
5,0.6008031368255615,-0.00018765179995822688,0.001425769450052454,0.0014212160224458723,-0.0006132357419534524,0.002212680083915891,-5.887508741970462e-05,-0.009846845290480776,-0.003085964542130076,0.016907313220036344,0.0006081451521986932,-0.011418315201330695,0.06626774546478005
6,0.7011318206787109,-0.0004419405842864051,0.002283749278000795,0.0010248920015776793,0.002561377217933987,-0.0010093856665820671,-0.00017466657354728277,-0.01126644771186334,-0.0036710535915429727,0.018525603948276192,0.05768515149747634,0.024172815717256563,0.0028380186572678472
7,0.8011841773986816,-0.0011990299497551074,0.002000622785516498,0.0018794611655553186,0.0004685395772783934,0.001101286138432635,0.0009682571487616122,-0.012593187880826766,-0.005607859077661717,0.022543245867166783,0.0,0.0,0.0
8,0.9013180732727051,-0.0012184298756896619,0.001541750301399667,0.0014311456954107914,-0.002759281999620972,-0.0009856312065536286,-8.419920686964563e-05,-0.013569677816614332,-0.005830082715928046,0.02541297084674887,0.0,0.0,0.0
9,1.0013377666473389,-0.0005164510054809241,0.001436077677968088,0.0017659636516150806,0.0004327421773803684,0.001145476320874133,-0.0011690471897254965,-0.014080736902304047,-0.006793003197412446,0.028701916781105882,0.0,0.0,0.0
10,1.1014084815979004,4.35141957638006e-05,0.00043244104703864207,0.000504087780801498,-0.00062980097090461,8.347087605694962e-05,-0.0011704885797746449,-0.015585999337127041,-0.00781267661963606,0.03060457011240896,0.0,0.0,0.0
11,1.2016406059265137,0.002246595989411993,-0.001011840296147006,-0.00076998228563176,0.0005003404262733076,2.4142560238861813e-05,0.0020033971528752225,-0.01651747861251184,-0.009980926201870329,0.03334436727782743,0.0,0.0,0.0
12,1.3017442226409912,-0.00043487537772398445,-0.0006810833300879907,0.0009424754566360819,0.0005093920049121744,-7.223055268023443e-06,0.0030684301642576383,-0.017265118814827993,-0.010627558682559535,0.03638207167273162,0.0,0.0,0.0
13,1.4018969535827637,3.4297047925672735e-05,-0.00035697936103962495,-0.0007124981219632181,0.002606614097765413,2.743961975623893e-05,0.0008979457629077455,-0.018078361051226472,-0.012323591324787374,0.039618782277968154,-0.04426754635353974,0.00041578155797936247,-0.04461205629841029
14,1.5019032955169678,0.00032285938581805436,-0.0013205199981735972,0.0014659176016113373,-0.0005751941705499602,2.731053135527576e-05,0.002022459962422454,-0.020058470005376916,-0.012758755928111385,0.04379378603294012,-0.016281855112759192,-0.05721784425838219,0.013009901830323517
15,1.6020684242248535,0.00015154560960679928,-0.0007588276540113068,-0.0009294626029485774,-0.0016603259507748107,0.0011015306879042794,0.0009997292005341795,-0.020579672919741356,-0.013132064015654941,0.045743782753621794,0.0,0.0,0.0
16,1.7025115489959717,-0.00012772818017092621,-0.00093992882190081,-0.0008220412034234872,0.0004535240541901348,0.0011110603831216447,-0.00010395541500028119,-0.021374680041970427,-0.01364777538864406,0.048828386773340095,0.03616423727262817,-0.019578548952581414,0.002222647137267308
17,1.8025145530700684,0.00041881448385957675,-0.0011895851163298563,-0.0004678027980526988,0.0015266476663743944,-0.001047034880219549,0.0009070033326548345,-0.02301979614940261,-0.014833800603196041,0.05146850149648926,0.0,0.0,0.0
18,1.9026336669921875,0.0005496246510102703,-0.0021612628226941005,-0.0020187034145098073,-0.0016464709319185236,1.869000698827717e-05,0.002050412678492807,-0.024539957030561842,-0.015913225394982942,0.05566404634760261,0.0,0.0,0.0
19,2.0028581619262695,0.001071364058230714,-0.0007033893584357603,-0.0005112955451883566,-0.0006024518255827323,0.004342503317227646,-0.0010755351301078545,-0.025560332354473997,-0.016030766936467482,0.05789902650648167,0.030664507189584803,0.020434542147895876,0.007993264179464842
20,2.103111982345581,0.0013450592145308582,0.00012980532112870195,-0.0009733425701882617,0.0015440212336002368,0.0010920042840043926,0.0009537747625476352,-0.02666714846518494,-0.017995303577794164,0.06036431008530904,0.04116250978629869,0.021165479766882593,-0.007995777184876905
21,2.2032744884490967,-0.00038931503965236537,0.0008007856157683801,6.627849635996042e-06,-0.0027473923690976626,0.00437079298826638,-0.0021131269350689753,-0.02866839094600198,-0.018753996601249857,0.06407558874235478,0.0,0.0,0.0
22,2.303410291671753,-0.0006510378577013855,0.0006270603178746286,0.0005031408587741123,0.0015153250694868896,0.004342702175733091,-0.002174320179478948,-0.028980653896704216,-0.02084928906338115,0.06686211372098168,0.0,0.0,0.0
23,2.4034423828125,-0.0013150252532370759,0.0025059255800096375,8.54300885184938e-05,0.0036135376410467443,6.41751791778172e-05,-0.002294551198179994,-0.029672972914048714,-0.02137266479321344,0.07014533762183184,0.0,0.0,0.0
24,2.50356125831604,6.497387661899556e-05,0.0014201202227768876,0.0026236923340228783,0.0014936202233559875,0.0011447326166834967,-0.0022372188807383334,-0.031452424913303974,-0.022228515206918684,0.07328210599866868,0.0,0.0,0.0
25,2.6038942337036133,-0.0008233556456309795,0.0029523354424826004,0.0024746405918854714,-0.0006430378983837925,-0.004211590856909902,-0.0001788581861610506,-0.03141137099504912,-0.023145941304130984,0.0767768534461751,0.0,0.0,0.0
26,2.7038989067077637,-0.0005695917682753261,0.0008172672886897873,0.0018592534954023656,-0.0007185505307821926,-0.009492469212023612,-0.002418045195969673,-0.032329875720049625,-0.024094877079739212,0.07938256546146427,0.006575613756483625,-0.020936207232131437,-0.008271692084662783
27,2.804156541824341,-0.00032936330159923544,0.0008211977403462011,-0.00015595532673875318,0.001515198625137511,3.3081380768684504e-05,-0.00012500019237225452,-0.033629708250075364,-0.025107572376964798,0.08225001680183401,0.014326875165338775,-0.022663295613030505,0.011861839764965281
28,2.9043736457824707,-0.0006757971459451536,0.00041971157250526435,0.00043016740779149666,-0.0027567548454154,0.0011481469700680845,-0.0010955312167716415,-0.03453072508791642,-0.025680540196453362,0.08491416432348406,0.0,0.0,0.0
29,3.0044102668762207,0.00026607076754847604,-7.040751029686274e-05,-0.0005783321707934316,0.0015536541281897845,0.0032148175514197536,0.0010094834939126528,-0.03532757761909902,-0.0273137095248185,0.08711767934143642,0.0,0.0,0.0
30,3.104583740234375,0.0013309959108550404,-0.0009235300764899176,3.928905147773979e-05,-0.0016368659516621878,1.617047026004903e-05,0.002060838507136659,-0.03577382948896846,-0.027808584540743767,0.08861771707327733,0.0,0.0,0.0
31,3.2046256065368652,0.0006683831478492535,-0.0011533061500229175,-0.0009177486558288807,-0.0005846352015532693,0.003243245753383077,-2.004433228750555e-05,-0.03587105232741084,-0.02898801609254029,0.09064434346286765,0.0,0.0,0.0
32,3.304734468460083,9.345435234478551e-05,-0.0003353007306949892,-0.00023829984041062415,0.0004887448708841154,0.0021470309539346156,0.0010099141335329033,-0.037884997353787184,-0.03019107931866502,0.09435139372442992,0.0,0.0,0.0
33,3.4049248695373535,-0.0007332562375258387,-0.0006887998126254855,-0.003250587900208026,0.0004477573483564804,0.0011264890963401334,-0.0011412803742908535,-0.038735147898136243,-0.03052253690481215,0.09694328856068507,-0.020029654843564466,0.021015019895027052,0.009685640347651472
34,3.5050008296966553,0.0011174667290617037,-0.0014037743299228857,-3.701145813506546e-05,0.0015313016313167355,0.001103853698996812,-8.851416819622652e-05,-0.039453899457350367,-0.03167456185960679,0.09972013610227592,-0.00852596822287033,-0.007139682942674274,-0.010345019666081444
35,3.605125665664673,0.0011065190804359095,-0.0014374535720987802,-0.0008932578449323458,-0.0006093412222544275,5.6317020445683296e-05,-7.784364753810025e-05,-0.041070555974037665,-0.032291717508852624,0.10261745564650092,-0.03369730266330271,-0.00681939762218184,0.033809422580697475
36,3.7053232192993164,-0.000302711611984091,-0.0018442155025378873,-0.0018276563056726534,0.0004544569044136898,4.409756074449369e-05,-9.265122869322204e-05,-0.04282784080260276,-0.03229421007521081,0.10582076188931216,0.0,0.0,0.0
37,3.805647134780884,0.0018804215331229366,-0.00210315053804333,-0.002926512286582827,-0.0016553105970964837,4.399784860428194e-05,0.0010106366195465413,-0.04318992483512993,-0.03293302334551159,0.10766680491438832,0.0,0.0,0.0
38,3.905648708343506,0.000794812357370609,-0.0018384869013936933,-0.0005925946895302791,-0.0016916661687465277,0.001152411712880054,-0.0010950678407271597,-0.04376577224252306,-0.03422321210481665,0.1105097156535917,0.0,0.0,0.0
39,4.005856990814209,0.00021784129197359816,-0.0017307861805153347,-0.0007293168428490569,0.0015086853438117291,0.001124148759388587,-0.00115408196296285,-0.045168841793543746,-0.03452922684651853,0.1125025557637481,0.0,0.0,0.0
40,4.105881452560425,0.0018002966374401474,-0.0015979073411889573,-0.0006066422933825779,0.000455075687057353,0.0011110319548666113,-6.717385149212774e-05,-0.04275458907280029,-0.031146269780702025,0.10498554569896336,0.0,0.0,0.0
41,4.205999851226807,-0.002000551623447612,-0.0017452178392583359,0.0015858196729477234,-0.0016733832979717736,0.0021934488186150865,-7.350829718142868e-06,-0.03864516569971939,-0.025724704475652456,0.0924057923574169,0.0,0.0,0.0
42,4.3061134815216064,-0.00024672455198745306,-0.0031284230581110468,-0.0019749901948070414,0.004714768039275475,3.7429069194919173e-06,0.0009082366022632924,-0.03453449929206157,-0.020301499234163217,0.07982223384250359,0.0,0.0,0.0
43,4.4062299728393555,4.200456115613805e-06,0.0008932878125595207,-0.0007914534466139611,0.00048669589595460444,0.005352303516421193,0.0011110373570889342,-0.03042518358339288,-0.014880075970852507,0.06724281008290253,0.0,0.0,0.0
44,4.506289005279541,5.861918478375534e-05,-0.002419636667496436,0.004004577407673588,0.005795198072981943,0.005265883213143447,0.0010456703608915374,-0.026316817279086066,-0.009459905257420907,0.05466629263681789,0.0,0.0,0.0
45,4.606544256210327,-0.0047769245846287604,0.007181993109633883,0.02428014141371132,-0.030387800727166077,0.041954726786877936,-0.010419890484623225,-0.022201677904485885,-0.004030798827326034,0.04206904149018202,0.0,0.0,0.0
46,4.706657886505127,-0.03180457638831467,-0.013885379737373811,0.028104214272515506,0.04945424209548665,-0.0003946247529775411,0.0012539492987830997,-0.018091481305172075,0.0013917865956663133,0.029486921151029417,0.0,0.0,0.0
47,4.806762456893921,-0.18157966332638964,-0.04807745720995539,0.06034308035461636,0.054766210868101683,0.08489136691845747,0.15742439570526282,-0.013981617486768612,0.006813932980556704,0.016905819519707314,0.0,0.0,0.0
48,4.9070587158203125,-0.38502557070941806,-0.039905496881919356,-0.021788508319159128,0.04035239869721036,-0.12274742307607855,0.2099429500328962,-0.009864853358311916,0.012245182949619958,0.004303594681898748,0.0,0.0,0.0
49,5.00709080696106,-0.44121070967865295,0.0662217131438434,-0.04444008303662017,0.014694826076557949,-0.2081881699789324,-0.14411160448390997,-0.0057576419995175486,0.017663829942580103,-0.008269387248773928,0.0,0.0,0.0
50,5.107124090194702,-0.45470177610274226,0.05385358523455469,0.08353288713161466,0.1256939686733731,0.30389687995104575,-0.2144695208245309,-0.0016510179011532582,0.023081702162419147,-0.02084057145974563,0.0,0.0,0.0
51,5.207280158996582,-0.68141891448619,0.0805722254397086,-0.0162500063275694,-0.2065711195857234,-0.08495237112022772,-0.10283361240471725,0.0024606468492357333,0.02850622451821419,-0.03342718609815068,0.0,0.0,0.0
52,5.307329416275024,-0.8147740657292212,0.12408951484599973,-0.0940158043364197,0.02493850342926443,-0.33888499158010027,-0.2217945493785184,0.006567897358725426,0.03392492316271572,-0.04600028787680345,0.0,0.0,0.0
53,5.407443523406982,-0.5614711002969959,0.06479456582065884,0.0871832523152708,-0.05616659974305066,0.09400294529891562,-0.22336645975953606,0.010677829690845731,0.039347159937803564,-0.0585815992420906,0.0,0.0,0.0
54,5.5076072216033936,-0.5905561868086913,0.017104733215984352,-0.0654988362627637,0.23135282542983474,-0.11953376661211529,-0.21807192899276207,0.014789768496102095,0.04477204385438845,-0.07116905281635619,0.0,0.0,0.0
55,5.6077187061309814,-0.6226490741359754,0.035101878357686966,0.0671065757554925,0.40751215514868405,0.2650144845919935,0.06096381791114114,0.01889963231450556,0.05019419023927872,-0.08375015444767818,0.0,0.0,0.0
56,5.707845211029053,-0.6383822371269586,-0.024114845474307978,-0.10508320356941003,-0.5259134662554721,-0.4484178120955291,0.4576265811597929,0.023009760400102542,0.05561668527207355,-0.09633206505286565,0.0,0.0,0.0
57,5.807872295379639,-0.4989563465221683,0.025418696167447574,0.012949702773231486,0.18030319477408688,0.13273543245015662,0.23731386576224683,0.02711639428614063,0.06103457040479788,-0.10890327922583239,0.0,0.0,0.0
58,5.90807032585144,-0.036001932032343614,0.06363724657100384,-0.050160024644881576,0.1039192054621503,-0.025688986214826737,-0.14430673890115528,0.031229820817819755,0.0664614170799563,-0.12149528702334042,0.0,0.0,0.0
59,6.008183717727661,0.024750814408080905,-0.04206171713436285,-0.04081475828587042,0.10424301386989479,-0.08989933012637175,0.059345268281838615,0.035339723786918534,0.07188361511638816,-0.13407650850264252,0.0,0.0,0.0
60,6.10824179649353,0.0069946646422758725,0.014600797861309366,-0.011542976098159484,0.014999779523802565,-0.021379681124570626,-0.003991913015072124,0.03944736580336157,0.07730283027630391,-0.14665080876109576,0.0,0.0,0.0
61,6.208427667617798,-0.004055313524784245,0.009573305623635224,-0.0113004956830715,0.010869853989370414,0.013836683547683937,-0.00551537728796964,0.043560244225305925,0.08272895382988246,-0.15924113868688305,0.0,0.0,0.0
62,6.308549642562866,-0.003580553030621318,0.004289018345794426,-0.012200701686462112,0.03013575501132078,-0.010836428998896096,0.0011533179476853964,0.047670479975315136,0.08815159090441622,-0.17182337887401564,0.0,0.0,0.0
63,6.408640146255493,-0.0033376427605999962,0.0013763722195354287,-0.00807400550280214,0.03338219472828527,-0.008686146678457966,0.0011010753767972791,0.05177941396470429,0.0935725105651982,-0.1844016341158113,0.0,0.0,0.0
64,6.508671045303345,-0.001943032855595044,0.001245339687270144,0.00027015023271022634,-0.0007136792653334757,4.038019116995185e-05,-0.0035278767325630464,0.05588591082330867,0.09899021491752788,-0.19697242882084806,0.0,0.0,0.0
65,6.608877420425415,-0.0010601979995348218,-0.0006107807740507055,-0.004025596941827487,0.006828050036002642,0.003195277511950461,-0.0014968433798470274,0.059999484170095305,0.10441725528596674,-0.20956488604828127,0.0,0.0,0.0
66,6.708942174911499,-0.003303844449949349,0.0034403212413894116,-0.007333567530829303,-0.004866621370687359,-0.006373445575766123,0.0006558814969696348,0.06410756663186078,0.10983705152572323,-0.22214053459651034,0.0,0.0,0.0
67,6.809014081954956,0.002923724179390885,-0.006584677585915023,0.002110405592593777,0.010117393393716298,0.003202307735752641,-0.0005207305858419865,0.06821578612106012,0.11525702854587441,-0.23471660261266958,0.0,0.0,0.0
68,6.909119367599487,0.0008588732423571305,-0.007843721696793926,0.01338841664817134,0.029502420159102115,0.0029449324271081587,0.01086159102250366,0.0723251409804241,0.12067850346072659,-0.2472961462202509,0.0,0.0,0.0
69,7.0091681480407715,-0.0017498561258496945,-0.0032634351342047396,0.009538193833813324,0.006006683390543766,-0.0022137482296806683,0.003839072058379923,0.07643258724339053,0.12609746036293512,-0.2598698472388041,0.0,0.0,0.0
70,7.109239339828491,-0.022191633059667374,0.028673535247989587,0.025580412547860108,-0.10841979538321843,0.005014687227844358,-0.02390417383945885,0.08054078715724196,0.13151741155731533,-0.27244585533097343,0.0,0.0,0.0
71,7.209258556365967,-0.05351780451167637,0.0458829333357494,0.0646756605555476,-0.04208822572920712,0.0932307593541552,-0.14819925598510436,0.08464628567311526,0.13693379879533893,-0.28501359391251835,0.0,0.0,0.0
72,7.309446573257446,-0.21048282614773975,0.147776646500041,0.09534943776134466,0.045323049066276475,0.1933406812513888,-0.4154633826951105,0.08875951645131785,0.14236038721278993,-0.29760500247012617,0.0,0.0,0.0
73,7.409476280212402,-0.4119902934176378,0.20043000884239076,0.09073198073998778,0.08999711432520086,0.2669365355176296,-0.498184102629309,0.09286603288526975,0.14777811739089017,-0.31017585709915285,0.0,0.0,0.0
74,7.509573936462402,-0.5816095483418978,0.22095599752966572,0.00945428266184245,-0.0012923245999035826,0.03589364758785096,-0.49197418905203405,0.0969752605048738,0.15319942443823237,-0.3227550112007992,0.0,0.0,0.0
75,7.609705448150635,-0.7044114429376569,0.14775021134642774,-0.01591927188155671,0.1423486375310321,0.11462697930532961,-0.3173481644875414,0.10108593670020545,0.15862264259260705,-0.335338599677708,0.0,0.0,0.0
76,7.709885835647583,-0.7915594874724032,0.0002688116454576672,-0.004412563981913364,-0.18317881079410736,0.16365800872874492,0.31787557177719433,0.10519807125893846,0.1640477847668994,-0.3479266524918741,0.0,0.0,0.0
77,7.810027122497559,-0.8763473306842136,-0.07205668048458114,-0.1063395643384103,-0.10098459064467025,-0.12053133266141192,0.6933508749705343,0.1093097751600228,0.16947235877423622,-0.3605133869782592,0.0,0.0,0.0
78,7.910351276397705,-0.8472059945036583,-0.043558474630016164,-0.1507270917894255,-0.2468690065987208,-0.33032907986712123,0.704520530728088,0.11342770402166583,0.1749051453766562,-0.373119177293475,0.0,0.0,0.0
79,8.01040005683899,-0.5789302126460367,0.058912826093292736,-0.12995304942925223,-0.24801547096655943,-0.3705251241733494,0.14219534756504187,0.11753559072995472,0.18032468335870533,-0.385694226601804,0.0,0.0,0.0
80,8.110421657562256,0.0059116936549772,0.026765711094765686,-0.04028666079139681,0.1737102142802398,0.39704251685271097,-0.13311571156254975,0.12164181353369174,0.18574202615024485,-0.3982641823709799,0.0,0.0,0.0
81,8.210638761520386,-0.0007189764440185507,-0.017088400973296503,-0.020862723524335047,0.07729767566055674,-0.12522687476103733,0.08655947528394714,0.12575539666815208,0.19116907943156894,-0.4108566695604082,0.0,0.0,0.0
82,8.3106529712677,0.0008824915421683874,-0.007919080422938065,-0.011661321509466343,0.029433957562195606,-0.05699095628537575,0.02567724959999912,0.12986179565001832,0.19658665465504457,-0.42342716464549474,0.0,0.0,0.0
83,8.410769701004028,-0.0019217930512492268,0.007407626580481906,-0.0048976173171284,-0.022803228283379943,0.025440427777653665,0.011985636458118565,0.1339718356465506,0.20200903347187132,-0.4360088055927272,0.0,0.0,0.0
84,8.510926008224487,-0.001579884925419623,0.01045165241473819,-0.0028145845194409227,-0.018668800557578132,0.025544786602686574,0.005486113593105468,0.13808331443113644,0.20743331048284466,-0.4485948509532275,0.0,0.0,0.0
85,8.610929250717163,-0.00029796527965510536,0.002013124679725701,0.0012895855351795198,0.014292118370680104,-0.004344138911750178,0.004360919611291703,0.14218882273468375,0.21284971063375352,-0.4611626194967675,0.0,0.0,0.0
86,8.711012840270996,0.0009579464577605798,0.0021833679890455662,0.001387931670547168,0.0034481639070435607,-0.011576075013167927,-0.006209566640546591,0.14629754139524848,0.2182703462110578,-0.47374021557467283,0.0,0.0,0.0
87,8.811188697814941,0.0034977727365314865,0.0037092651068739812,0.0013313332905298507,0.0023747906624736557,0.005542908847470807,-0.009118019823101595,0.15041004788558732,0.22369597907499295,-0.48632940694464927,0.0,0.0,0.0
88,8.911276817321777,0.003885448937780595,-0.0039562904595008865,-0.0008865100685457282,0.010080440407552795,0.026729115235724073,-0.002471102643541281,0.15451884484754283,0.2291167179553801,-0.49890724271851505,0.0,0.0,0.0
89,9.011317253112793,-0.0006831854771386977,0.00236239545983445,0.0007334024785115422,-0.006939714322170694,0.002270605298337938,-0.001362358093239275,0.1586257136377528,0.23453491299735293,-0.5114791759793625,0.0,0.0,0.0
90,9.111329078674316,0.0017985307309653963,-0.0028327414643287453,-0.001312725438223198,0.003886926694508253,0.0032322522678457245,0.003831153513324425,0.16273150578384116,0.23995168762193692,-0.5240478134207582,0.0,0.0,0.0
91,9.211376428604126,0.0011943097516708215,-0.0009145399733560588,-0.0009575409240303135,-0.007850473672091393,0.0001158186791138608,0.001900119969562743,0.1668385409645064,0.24537010218296076,-0.5366202560355211,0.0,0.0,0.0
92,9.311416625976562,0.0004675239619498211,-0.0008491109237929802,0.0006566317924707338,-0.005753740878847955,-0.0009110631127499835,-0.00026006366502523155,0.17094561529586708,0.25078856839552555,-0.5491928184982636,0.0,0.0,0.0
93,9.411558389663696,2.3783368005833366e-05,0.0015011420482773583,0.00032782186329162596,-0.009921042451436268,-0.00417252790676359,0.005104863677949243,0.17505669278582636,0.2562123159781992,-0.5617776354169671,0.0,0.0,0.0
94,9.51160717010498,0.0017512054460490406,-0.001452784049249554,0.0010379561266343968,-0.007808872660572641,-0.003094220524221635,0.003993111546909482,0.17916392371996837,0.26163098879693014,-0.5743506772716299,0.0,0.0,0.0
95,9.611656665802002,0.010032938959072512,-0.004977156869749241,0.007528427308352207,0.01312472678812749,-0.010323071399705858,-0.014654420970469047,0.183271213380153,0.26704973909297286,-0.5869238988982616,0.0,0.0,0.0
96,9.711790084838867,0.03752884142272417,0.02602152991696688,0.09073571328630212,-0.2632916006422277,0.0979927313478888,0.05730765206046157,0.1873819483015278,0.2724730347246594,-0.5995076671471401,0.0,0.0,0.0
97,9.811809301376343,0.07396933535148983,0.111221751038025,0.27356904469159243,-1.2583758496571011,0.1514643444925483,0.2208131526554833,0.19148795577644034,0.2778900934327215,-0.6120769637524244,0.0,0.0,0.0
98,9.911825895309448,0.10833927133901222,0.1937188500083673,0.3965042490233551,-1.21543161696475,0.1315020558700759,0.35084461275922507,0.19559391431298404,0.2833070875763566,-0.624646110547735,0.0,0.0,0.0
99,10.011857032775879,0.11214385843475469,0.3009631100176946,0.31380722603884714,0.5047502273130857,-0.06660354118410972,0.23624794345090372,0.19970013711672124,0.28872443036789636,-0.6372160663169095,0.0,0.0,0.0
100,10.111922264099121,0.11369548871503118,0.5016385648328812,0.006077930279564048,1.7874118984278216,-0.1022982825971801,0.011569304611408149,0.20380765189340452,0.2941434776603024,-0.6497899770694273,0.0,0.0,0.0
101,10.21203088760376,0.09186225956053035,0.5573229948562658,-0.3125674118334283,1.9946334505630146,-0.29822158495432904,-0.5619896734085916,0.20791806382154263,0.29956634716677266,-0.662372756572471,0.0,0.0,0.0
102,10.312229633331299,0.03845323060740702,0.5699581166070189,-0.4720349998480406,0.19019525994056607,-0.40461443495262195,-0.9651899303403702,0.21203150014089567,0.30499320675481706,-0.6749647943319734,0.0,0.0,0.0
103,10.41236686706543,0.0907791295873896,0.28655810043687546,-0.29580159894176367,-1.881256770704041,0.18449530615451437,-0.16669328283975582,0.21614233293900864,0.31041663151535775,-0.6875488622008027,0.0,0.0,0.0
104,10.512483596801758,-0.02378435000517143,-0.04915993576242084,-0.15324024068612976,0.3045903186650598,-0.5281870872797698,0.03234096923899765,0.2202517856751111,0.3158382355590636,-0.7001287054283338,0.0,0.0,0.0
105,10.612573862075806,-2.9080492376550027e-06,-0.014174100058584245,-0.007675176464562221,0.005324353793456882,0.05103098023867007,0.003910708774394353,0.22436129713725655,0.321259917080082,-0.7127087284278345,0.0,0.0,0.0
106,10.712817668914795,0.004193053110098743,0.00021581884763823694,0.0075203980551802295,-0.005328269877379804,0.09899749549554701,0.002725988869612256,0.22847611351862007,0.3266885973849601,-0.7253049908286341,0.0,0.0,0.0
107,10.812946796417236,-0.00047849235529326406,0.004280919038664434,0.006461959496262798,0.0033489392542084134,0.06461715728898718,0.01806785359788529,0.2325871420702098,0.33211228040320745,-0.7378896579373628,0.0,0.0,0.0
